vehicle_id,brand,model,production_years,transmission_variant,awd_engine_labels,proposed_code,confidence,reason
e6a2da3b-439b-4cf3-acbf-c9df945e2898,Volvo,V60 (SPA),2018 - Present,Aisin 8AT,,haldex_gen5,medium,"Not listed by model, but the haldex_gen5 catalogue entry's own description explicitly states ""Volvo uses the BorgWarner successor"" — no per-model breakdown given, applied generically."
81d004d7-777a-4041-b6b6-8072319687e8,Volvo,XC40,2017 - Present,Aisin 8AT,,haldex_gen5,medium,"This DB row is the ICE/mHEV XC40 (not the separate Recharge/EV variant) — same ""Volvo uses the BorgWarner successor"" catalogue hint as V60/XC60/XC90. [Note: this model also has non-AWD engine variants in the DB; this transmission row may belong to one of those instead.]"
67943333-d7d9-4809-a7a2-7fcc5f37ec48,Volvo,XC60 (SPA),2017 - Present,Aisin 8AT,,haldex_gen5,medium,"Same ""Volvo uses the BorgWarner successor"" catalogue hint; this row's AWD engines are diesel/PHEV, not the pure-EV Recharge variant."
1d7e0c62-cbe0-47f6-a930-351f4d32772a,Volvo,XC90 (SPA),2015 - Present,Aisin 8AT,,haldex_gen5,medium,"Same ""Volvo uses the BorgWarner successor"" catalogue hint; this row's AWD engines are diesel/PHEV, not the pure-EV Recharge variant."
00c3b799-421f-43c3-952e-ae273bc963cb,Audi,A6 (C7),2011 - 2018,Multitronic CVT,quattro,quattro_torsen,high,Literally listed under quattro_torsen.
00c3b799-421f-43c3-952e-ae273bc963cb,Audi,A6 (C7),2011 - 2018,S-tronic DQ500 (7-speed wet),quattro,quattro_torsen,high,Literally listed under quattro_torsen.
00c3b799-421f-43c3-952e-ae273bc963cb,Audi,A6 (C7),2011 - 2018,Tiptronic 8AT (ZF 8HP),quattro,quattro_torsen,high,Literally listed under quattro_torsen.
da4f8242-68fd-4894-ab16-10a9e5724fe6,Audi,A6 (C8),2018 - Present,S-tronic DQ500 (7-speed wet),quattro,quattro_ultra,high,Your rule: 7-speed S-tronic -> quattro_ultra.
da4f8242-68fd-4894-ab16-10a9e5724fe6,Audi,A6 (C8),2018 - Present,Tiptronic 8AT (ZF 8HP),quattro,quattro_torsen,high,Your rule: 8-speed Tiptronic -> quattro_torsen.
526fa231-9884-41d7-b116-eba4235231de,Audi,e-tron (GE),2019 - 2024,Single-speed EV (dual motor),quattro,dual_motor_ev,high,"Literally listed under dual_motor_ev (despite the quattro badge — EV, not mechanical Torsen/Haldex)."
4b84acaa-544c-4c9b-b3a7-cccec1f20174,Audi,Q5 (8R),2008 - 2017,S-tronic DQ500 (7-speed wet),quattro,quattro_torsen,high,Literally listed under quattro_torsen.
4b84acaa-544c-4c9b-b3a7-cccec1f20174,Audi,Q5 (8R),2008 - 2017,Tiptronic 8AT (ZF 8HP),quattro,quattro_torsen,high,Literally listed under quattro_torsen.
9e5a67f4-9644-445a-a408-5c45a3fbe549,Audi,Q5 (FY),2017 - Present,S-tronic DQ500 (7-speed wet),quattro,quattro_ultra,high,Literally listed under quattro_ultra.
9e5a67f4-9644-445a-a408-5c45a3fbe549,Audi,Q5 (FY),2017 - Present,Tiptronic 8AT (ZF 8HP),quattro,quattro_ultra,high,Literally listed under quattro_ultra.
4fc87ff9-57fd-4582-85e6-502dff0512b0,Audi,Q7 (4M),2015 - Present,Tiptronic 8AT (ZF 8HP),quattro,quattro_torsen,high,Literally listed under quattro_torsen.
dffc7ec5-0286-46d4-8dcd-9181d7a8db56,Audi,RS4 Avant (B9),2017 - Present,Tiptronic 8AT (ZF 8HP),quattro,quattro_torsen,high,Literally listed under quattro_torsen.
7f68aeb5-c9f5-4608-b96a-2f81c93a14ae,Audi,RS6 Avant (C8),2019 - Present,Tiptronic 8AT (ZF 8HP),,quattro_torsen,high,Literally listed under quattro_torsen.
84e5f4d0-3f40-4377-8556-dd8926cb3a9f,BMW,5 Series / i5 (G60),2023 - Present,Single-speed EV (i5),xdrive,dual_motor_ev,high,"Reference doc literally lists ""BMW i5 (G60 xDrive40/M60)"" under dual_motor_ev. This is the electric i5 M60 xDrive engine's own single-speed transmission — the AWD-relevant row for this vehicle."
4eaa5801-1e10-4d48-b1c3-1dcbe1c5b488,BMW,iX (I20),2021 - Present,Single-speed EV,xdrive,dual_motor_ev,high,Literally listed under dual_motor_ev.
101c657d-2876-4b04-94c7-6d73560fd7b6,BMW,iX1 (U11),2022 - Present,Single-speed EV,xdrive,dual_motor_ev,high,"Literally listed under dual_motor_ev (""BMW iX1 (U11 xDrive30)"")."
1c4777ef-953b-4d56-a74a-c036fd2d7bf1,BMW,M5 (F90),2018 - 2023,ZF 8HP M Sport,,xdrive_long,high,"Literally listed under xdrive_long (""BMW M5 (F90 M xDrive)"")."
7be8ca06-c090-458e-837f-6a56d5be67d1,BMW,X3 (G01),2017 - Present,ZF 8HP,xdrive,xdrive_long,high,Literally listed under xdrive_long.
dd083662-30c5-48eb-8d7c-62a1ce2dec08,BMW,X4 (G02),2018 - Present,ZF 8HP,xdrive,xdrive_long,high,Literally listed under xdrive_long.
441841c2-9b5a-42d7-8000-a234705805c3,BMW,X5 (G05),2018 - Present,ZF 8HP,xdrive,xdrive_long,high,Literally listed under xdrive_long.
153d1cb4-af52-47e4-a5c9-052a2925948e,Ford,Focus RS (Mk3),2016 - 2018,6-speed Manual,,rear_torque_vectoring,high,Literally listed under rear_torque_vectoring.
d4cfa123-9c0d-471b-a271-79e2baa4925e,Ford,Mustang Mach-E,2021 - Present,Single-speed EV,,dual_motor_ev,high,Literally listed under dual_motor_ev.
5cb35c4a-c478-469d-afa9-dd304e905b64,Ford,Ranger (T6.2),2022 - Present,10-speed AT,,selectable_4wd,high,"Literally listed under selectable_4wd (""Ford Ranger (T6.2 Standard)"") — Raptor is a separate DB row/code."
5cb35c4a-c478-469d-afa9-dd304e905b64,Ford,Ranger (T6.2),2022 - Present,6-speed Manual,,selectable_4wd,high,"Literally listed under selectable_4wd (""Ford Ranger (T6.2 Standard)"") — Raptor is a separate DB row/code."
009310a0-2eae-4e1e-8804-e1acd240c106,Ford,Ranger Raptor,2019 - Present,10-speed Auto (10R80),,permanent_4wd_lowrange,high,Literally listed under permanent_4wd_lowrange.
a53fb1cc-7a4e-49af-9776-6210d0528a6a,Jaguar,I-Pace,2018 - 2025,Single-speed EV (dual motor),,dual_motor_ev,high,Literally listed under dual_motor_ev.
c50690bc-4a98-49b7-ac33-72e8d0e8cdc9,Jeep,Grand Cherokee (WL),2022 - Present,ZF 8HP75,,permanent_4wd_lowrange,high,Literally listed under permanent_4wd_lowrange.
63e8af99-0a81-4c96-ac0f-ad74fc83aa75,Jeep,Wrangler (JL),2018 - Present,ZF 850RE 8-speed,,selectable_4wd,high,Literally listed under selectable_4wd.
2102b5a2-5937-4bec-92cd-4a74dd3a56d0,Kia,EV9,2023 - Present,Single-speed EV,,dual_motor_ev,high,Literally listed under dual_motor_ev.
f21841aa-fd6d-4bc3-bcb2-65362f59218f,Kia,Sorento IV (MQ4),2020 - Present,Aisin 6AT (Hybrid),,htrac,high,Literally listed under htrac.
f21841aa-fd6d-4bc3-bcb2-65362f59218f,Kia,Sorento IV (MQ4),2020 - Present,Hyundai 8AT,,htrac,high,Literally listed under htrac.
061b2260-0abb-4449-9d57-d7b227e74719,Land Rover,Defender (L663),2020 - Present,ZF 8HP76,,permanent_4wd_lowrange,high,Literally listed under permanent_4wd_lowrange.
4f6f95e8-172b-4224-a9c2-7e55f18c3457,Land Rover,Range Rover (L460),2022 - Present,ZF 8HP76,,permanent_4wd_lowrange,high,Literally listed under permanent_4wd_lowrange.
9bf4717a-d94a-41d4-8d2e-6d7258b87310,Land Rover,Range Rover Sport (L461),2022 - Present,ZF 8HP76,,permanent_4wd_lowrange,high,"Literally listed under permanent_4wd_lowrange (""RR Sport (L461)"")."
20fa4e59-8a8a-48d6-9975-e7ab9a85a1ee,Land Rover,Range Rover Velar,2017 - Present,ZF 8HP,,jlr_idd_long,high,"Literally listed under jlr_idd_long (""Range Rover Velar (L560)"")."
9f744684-5f9c-487a-b07e-e337b9b86d0d,Lexus,NX (AZ20),2022 - Present,eCVT (Hybrid),e-four,e_axle_hybrid,high,"Literally listed under e_axle_hybrid (""Lexus NX ... E-Four"") and E-Four badge detected."
72c11826-c6e2-400e-abed-337757bd26a3,Mazda,CX-60,2022 - Present,Aisin 8AT,,mazda_iactiv,high,"Literally listed under mazda_iactiv, with its architecture difference (longitudinal/rear-biased) already called out in the code's own description."
895bdaef-0bb8-43c6-b542-85a12e2c4ce8,Mercedes-Benz,AMG E63 S (W213),2017 - 2023,AMG SpeedShift MCT 9-speed,,4matic_long,high,Literally listed under 4matic_long.
975f4f80-447e-4319-8a18-c6807c79efd6,Mercedes-Benz,G-Class (W463),2018 - Present,9G-TRONIC,,permanent_4wd_lowrange,high,Literally listed under permanent_4wd_lowrange.
98f8c636-0281-4a1d-916a-cd57c9a0d3ad,Mercedes-Benz,GLC (X253),2015 - 2022,9G-TRONIC,4matic,4matic_long,high,Literally listed under 4matic_long.
8e70db47-aee3-4a21-b29a-23b8f3872178,Mercedes-Benz,GLE / ML (W166),2012 - 2019,9G-TRONIC / 7G-TRONIC,4matic,4matic_long,high,Literally listed under 4matic_long.
82612a47-58e8-4a63-b666-fe12b699cfc3,Mitsubishi,Outlander PHEV (GG/GN),2014 - Present,Single-speed EV + CVT,,saawc_phev,high,Literally listed under saawc_phev.
25942eb7-1636-45a5-8cc3-c3e1e0704e4a,Nissan,Ariya,2022 - Present,Single-speed EV,e-4orce,dual_motor_ev,high,Literally listed under dual_motor_ev.
9c7ad9d7-50a4-4cf7-a01d-b376ff18fbe0,Nissan,Navara (D23),2015 - Present,6-speed Manual,,selectable_4wd,high,Literally listed under selectable_4wd.
9c7ad9d7-50a4-4cf7-a01d-b376ff18fbe0,Nissan,Navara (D23),2015 - Present,Jatco 7AT,,selectable_4wd,high,Literally listed under selectable_4wd.
74a7b02d-621e-45c4-9f98-4eb7911962d6,Nissan,X-Trail (T33),2022 - Present,e-Power Fixed Ratio,e-4orce,e_axle_hybrid,high,Literally listed under e_axle_hybrid.
538a0507-9580-4293-b357-c1f51abb2965,Porsche,Cayenne (E3),2018 - Present,Tiptronic 8AT (ZF 8HP),,porsche_ptm,high,Literally listed under porsche_ptm.
a2679a39-a745-4866-816c-3ab8c098810f,Porsche,Macan (95B),2014 - Present,PDK 7-speed,,porsche_ptm,high,Literally listed under porsche_ptm.
bef92b98-72bf-4943-85ba-1eb156003fdf,Porsche,Panamera (971),2017 - Present,PDK 8-speed,,porsche_ptm,high,Literally listed under porsche_ptm.
8a460c12-d27f-4b69-8ce1-f8cee26c188c,Porsche,Taycan,2019 - Present,2-speed rear + single-speed front,,dual_motor_ev,high,Literally listed under dual_motor_ev.
66fa5ffb-e0fa-4a3e-a11b-beed25cc2390,Subaru,Forester (SK),2018 - Present,Lineartronic CVT,,subaru_symmetrical,high,Literally listed under subaru_symmetrical.
de2fdf3b-d2de-4822-bfaf-d510826cfd82,Subaru,Impreza (GK),2017 - Present,Lineartronic CVT,,subaru_symmetrical,high,Literally listed under subaru_symmetrical.
dd26a075-6254-4373-9f8a-c02d501b5436,Subaru,Outback (BT),2021 - Present,Lineartronic CVT,,subaru_symmetrical,high,Literally listed under subaru_symmetrical.
bcc2ad58-8cb3-41d7-9e3a-da6ef53a9fda,Subaru,XV / Crosstrek (GT),2017 - Present,Lineartronic CVT,,subaru_symmetrical,high,Literally listed under subaru_symmetrical.
fa0548c9-0767-4412-a2f4-648138cfe989,Suzuki,Jimny (JB74),2018 - Present,5-speed Manual,,selectable_4wd,high,Literally listed under selectable_4wd.
fa0548c9-0767-4412-a2f4-648138cfe989,Suzuki,Jimny (JB74),2018 - Present,Aisin 4AT,,selectable_4wd,high,Literally listed under selectable_4wd.
0914b537-39ae-42dd-a158-4cca4368b348,Suzuki,S-Cross (JY),2022 - Present,Aisin 6AGS / 6AT,,econo_coupling,high,Literally listed under econo_coupling.
79d1b612-238b-48a6-a81d-123ed3ed9059,Tesla,Model S,2012 - Present,Single-speed EV,,dual_motor_ev,high,Literally listed under dual_motor_ev.
d7a6b980-140d-4501-8746-0b6b56ec7cc5,Toyota,Hilux (AN120/AN130),2015 - Present,6-speed Manual,,selectable_4wd,high,"Literally listed under selectable_4wd (""Hilux (AN120)"") — DB's AN130 suffix is the same generation family."
d7a6b980-140d-4501-8746-0b6b56ec7cc5,Toyota,Hilux (AN120/AN130),2015 - Present,Aisin 6AT,,selectable_4wd,high,"Literally listed under selectable_4wd (""Hilux (AN120)"") — DB's AN130 suffix is the same generation family."
ee801e02-159b-4dbd-80ce-1faeea6b4b01,Toyota,Land Cruiser (J150 Prado),2009 - 2024,6-speed Manual,,permanent_4wd_lowrange,high,Literally listed under permanent_4wd_lowrange.
ee801e02-159b-4dbd-80ce-1faeea6b4b01,Toyota,Land Cruiser (J150 Prado),2009 - 2024,Aisin 6AT,,permanent_4wd_lowrange,high,Literally listed under permanent_4wd_lowrange.
b0a4ff95-d9e7-4b6f-892c-3ed7e60eb001,Toyota,RAV4 (XA40),2013 - 2019,6-speed Manual,awd-i,e_axle_hybrid,high,"Literally listed under e_axle_hybrid, AWD-i badge confirmed."
b0a4ff95-d9e7-4b6f-892c-3ed7e60eb001,Toyota,RAV4 (XA40),2013 - 2019,Aisin 6AT,awd-i,e_axle_hybrid,high,"Literally listed under e_axle_hybrid, AWD-i badge confirmed."
b0a4ff95-d9e7-4b6f-892c-3ed7e60eb001,Toyota,RAV4 (XA40),2013 - 2019,eCVT (Hybrid AWD-i),awd-i,e_axle_hybrid,high,"Literally listed under e_axle_hybrid, AWD-i badge confirmed."
fd03ebcb-a89e-4730-b829-9350e9e5fef4,Volkswagen,Amarok (2H),2010 - 2022,6-speed manual,,selectable_4wd,high,Your rule: manual gearbox -> selectable_4wd.
fd03ebcb-a89e-4730-b829-9350e9e5fef4,Volkswagen,Amarok (2H),2010 - 2022,ZF 8HP (8-speed),,quattro_torsen,high,Your rule: 8-speed ZF auto -> quattro_torsen.
7fab62f9-a9d3-4ef5-99ff-8b1335085dbc,Volkswagen,Touareg (CR),2018 - Present,Aisin 8AT,4motion,quattro_torsen,high,Literally listed under quattro_torsen — VW's own Touareg shares Audi/Porsche's longitudinal MLB-Evo platform and Torsen-based system despite the 4motion badge name.
